state,actions,reward,next_state,done
11138,[[0 1 1 0 0 1 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 1 0 0 0 0 1 0]],False
11139,[[0 1 1 0 0 1 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 1 0 0 0 0 1 0]],False
11140,[[0 1 1 0 0 1 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 1 0 0 0 0 1 0]],False
11141,[[0 1 1 0 0 1 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 1 0 0 0 0 1 0]],False
11142,[[0 1 1 0 0 1 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 1 0 0 0 0 1 0]],False
11143,[[0 1 1 0 0 1 0 0 0 0 1 0]],1,1,[[0 1 0 0 0 1 0 0 0 0 1 0]],False
11144,[[0 1 0 0 0 1 0 0 0 0 1 0]],1,-1,[[0 1 0 1 0 1 0 0 0 0 1 0]],False
11145,[[0 1 0 1 0 1 0 0 0 0 1 0]],1,-1,[[0 1 0 1 0 1 0 0 0 0 1 0]],False
11146,[[0 1 0 1 0 1 0 0 0 0 1 0]],1,-1,[[0 1 0 1 0 1 0 0 0 0 1 0]],False
11147,[[0 1 0 1 0 1 0 0 0 0 1 0]],1,-1,[[0 1 0 1 0 1 0 0 0 0 1 0]],False
11148,[[0 1 0 1 0 1 0 0 0 0 1 0]],1,-1,[[0 1 0 1 0 1 0 0 0 0 1 0]],False
11149,[[0 1 0 1 0 1 0 0 0 0 1 0]],1,-1,[[0 1 0 1 0 1 0 0 0 0 1 0]],False
11150,[[0 1 0 1 0 1 0 0 0 0 1 0]],1,-1,[[0 1 0 1 0 1 0 0 0 0 1 0]],False
11151,[[0 1 0 1 0 1 0 0 0 0 1 0]],1,-1,[[0 1 0 1 0 1 0 0 0 0 1 0]],False
11152,[[0 1 0 1 0 1 0 0 0 0 1 0]],0,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11153,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11154,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11155,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11156,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11157,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11158,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11159,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11160,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11161,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11162,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11163,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11164,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11165,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11166,[[0 1 0 1 0 0 0 0 1 0 0 0]],0,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
11167,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
11168,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
11169,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
11170,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
11171,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
11172,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
11173,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 0 0 0 0 0 0 0 0 1]],False
11174,[[0 1 0 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
11175,[[0 1 1 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
11176,[[0 1 1 0 0 0 0 0 0 0 0 1]],0,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11177,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11178,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11179,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11180,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11181,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11182,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11183,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11184,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11185,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11186,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11187,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11188,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11189,[[0 1 1 0 0 0 0 0 0 1 0 0]],0,1,[[0 1 1 0 0 0 0 0 0 0 1 0]],False
11190,[[0 1 1 0 0 0 0 0 0 0 1 0]],1,1,[[0 1 0 0 0 0 0 0 0 0 1 0]],False
11191,[[0 1 0 0 0 0 0 0 0 0 1 0]],1,-1,[[0 1 0 1 0 0 0 0 0 0 1 0]],False
11192,[[0 1 0 1 0 0 0 0 0 0 1 0]],1,-1,[[0 1 0 1 0 0 0 0 0 0 1 0]],False
11193,[[0 1 0 1 0 0 0 0 0 0 1 0]],1,-1,[[0 1 0 1 0 0 0 0 0 0 1 0]],False
11194,[[0 1 0 1 0 0 0 0 0 0 1 0]],2,-1,[[0 1 0 1 0 1 0 0 0 1 0 0]],False
11195,[[0 1 0 1 0 1 0 0 0 1 0 0]],0,-1,[[0 1 0 1 0 1 0 0 0 0 1 0]],False
11196,[[0 1 0 1 0 1 0 0 0 0 1 0]],1,-1,[[0 1 0 1 0 1 0 0 0 0 1 0]],False
11197,[[0 1 0 1 0 1 0 0 0 0 1 0]],1,-1,[[0 1 0 1 0 1 0 0 0 0 1 0]],False
11198,[[0 1 0 1 0 1 0 0 0 0 1 0]],1,-1,[[0 1 0 1 0 1 0 0 0 0 1 0]],False
11199,[[0 1 0 1 0 1 0 0 0 0 1 0]],1,-1,[[0 1 0 1 0 1 0 0 0 0 1 0]],False
11200,[[0 1 0 1 0 1 0 0 0 0 1 0]],1,-1,[[0 1 0 1 0 1 0 1 0 0 1 0]],False
11201,[[0 1 0 1 0 1 0 1 0 0 1 0]],0,1,[[0 1 0 1 0 0 0 1 1 0 0 0]],False
11202,[[0 1 0 1 0 0 0 1 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 1 1 0 0 0]],False
11203,[[0 1 0 1 0 0 0 1 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 1 1 0 0 0]],False
11204,[[0 1 0 1 0 0 0 1 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 1 1 0 0 0]],False
11205,[[0 1 0 1 0 0 0 1 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 1 1 0 0 0]],False
11206,[[0 1 0 1 0 0 0 1 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 1 1 0 0 0]],False
11207,[[0 1 0 1 0 0 0 1 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 1 1 0 0 0]],False
11208,[[0 1 0 1 0 0 0 1 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 1 1 0 0 0]],False
11209,[[0 1 0 1 0 0 0 1 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 1 1 0 0 0]],False
11210,[[0 1 0 1 0 0 0 1 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 1 1 0 0 0]],False
11211,[[0 1 0 1 0 0 0 1 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 1 1 0 0 0]],False
11212,[[0 1 0 1 0 0 0 1 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 1 1 0 0 0]],False
11213,[[0 1 0 1 0 0 0 1 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 1 1 0 0 0]],False
11214,[[0 1 0 1 0 0 0 1 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 1 1 0 0 0]],False
11215,[[0 1 0 1 0 0 0 1 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 1 1 0 0 0]],False
11216,[[0 1 0 1 0 0 0 1 1 0 0 0]],0,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
11217,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
11218,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
11219,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
11220,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
11221,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
11222,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
11223,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
11224,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 0 0 0 0 0 0 0 0 1]],False
11225,[[0 1 0 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
11226,[[0 1 1 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
11227,[[0 1 1 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
11228,[[0 1 1 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
11229,[[0 1 1 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
11230,[[0 1 1 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
11231,[[0 1 1 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
11232,[[0 1 1 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
11233,[[0 1 1 0 0 0 0 0 0 0 0 1]],0,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11234,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11235,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11236,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11237,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11238,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11239,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11240,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11241,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11242,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11243,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11244,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11245,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11246,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11247,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 1 0 0 0 1 0 0]],False
11248,[[0 1 1 0 0 1 0 0 0 1 0 0]],0,1,[[0 1 1 0 0 1 0 0 0 0 1 0]],False
11249,[[0 1 1 0 0 1 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 1 0 0 0 0 1 0]],False
11250,[[0 1 1 0 0 1 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 1 0 0 0 0 1 0]],False
11251,[[0 1 1 0 0 1 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 1 0 0 0 0 1 0]],False
11252,[[0 1 1 0 0 1 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 1 0 0 0 0 1 0]],False
11253,[[0 1 1 0 0 1 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 1 0 0 0 0 1 0]],False
11254,[[0 1 1 0 0 1 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 1 0 0 0 0 1 0]],False
11255,[[0 1 1 0 0 1 0 0 0 0 1 0]],1,1,[[0 1 0 0 0 1 0 0 0 0 1 0]],False
11256,[[0 1 0 0 0 1 0 0 0 0 1 0]],1,-1,[[0 1 0 1 0 1 0 0 0 0 1 0]],False
11257,[[0 1 0 1 0 1 0 0 0 0 1 0]],1,-1,[[0 1 0 1 0 1 0 0 0 0 1 0]],False
11258,[[0 1 0 1 0 1 0 0 0 0 1 0]],1,-1,[[0 1 0 1 0 1 0 0 0 0 1 0]],False
11259,[[0 1 0 1 0 1 0 0 0 0 1 0]],1,-1,[[0 1 0 1 0 1 0 0 0 0 1 0]],False
11260,[[0 1 0 1 0 1 0 0 0 0 1 0]],1,-1,[[0 1 0 1 0 1 0 0 0 0 1 0]],False
11261,[[0 1 0 1 0 1 0 0 0 0 1 0]],1,-1,[[0 1 0 1 0 1 0 0 0 0 1 0]],False
11262,[[0 1 0 1 0 1 0 0 0 0 1 0]],1,-1,[[0 1 0 1 0 1 0 0 0 0 1 0]],False
11263,[[0 1 0 1 0 1 0 0 0 0 1 0]],0,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11264,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11265,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11266,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11267,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11268,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11269,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11270,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11271,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11272,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11273,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11274,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11275,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11276,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11277,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11278,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
11279,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 0 0 1 0 0 0 0 1 0 0 0]],False
11280,[[0 0 0 1 0 0 0 0 1 0 0 0]],0,1,[[0 0 0 1 0 0 0 0 0 0 0 1]],False
11281,[[0 0 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 0 0 1 0 0 0 0 0 0 0 1]],False
11282,[[0 0 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 0 0 1 0 0 0 0 0 0 0 1]],False
11283,[[0 0 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 0 0 1 0 0 0 0 0 0 0 1]],False
11284,[[0 0 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 0 0 1 0 0 0 0 0 0 0 1]],False
11285,[[0 0 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 0 0 1 0 0 0 0 0 0 0 1]],False
11286,[[0 0 0 1 0 0 0 0 0 0 0 1]],1,10,[[1 0 1 0 0 0 0 0 0 0 0 1]],False
11287,[[1 0 1 0 0 0 0 0 0 0 0 1]],1,-1,[[1 0 1 0 0 0 0 0 0 0 0 1]],False
11288,[[1 0 1 0 0 0 0 0 0 0 0 1]],1,-1,[[1 0 1 0 0 0 0 0 0 0 0 1]],False
11289,[[1 0 1 0 0 0 0 0 0 0 0 1]],1,-1,[[1 0 1 0 0 0 0 0 0 0 0 1]],False
11290,[[1 0 1 0 0 0 0 0 0 0 0 1]],1,-1,[[1 0 1 0 0 0 0 0 0 0 0 1]],False
11291,[[1 0 1 0 0 0 0 0 0 0 0 1]],1,-1,[[1 0 1 0 0 0 0 0 0 0 0 1]],False
11292,[[1 0 1 0 0 0 0 0 0 0 0 1]],1,-1,[[1 0 1 0 0 0 0 0 0 0 0 1]],False
11293,[[1 0 1 0 0 0 0 0 0 0 0 1]],0,1,[[1 0 1 0 0 0 0 0 0 1 0 0]],False
11294,[[1 0 1 0 0 0 0 0 0 1 0 0]],1,1,[[1 0 1 0 0 0 0 0 0 1 0 0]],False
11295,[[1 0 1 0 0 0 0 0 0 1 0 0]],1,1,[[1 0 1 0 0 0 0 0 0 1 0 0]],False
11296,[[1 0 1 0 0 0 0 0 0 1 0 0]],1,1,[[1 0 1 0 0 0 0 0 0 1 0 0]],False
11297,[[1 0 1 0 0 0 0 0 0 1 0 0]],1,1,[[1 0 1 0 0 0 0 0 0 1 0 0]],False
11298,[[1 0 1 0 0 0 0 0 0 1 0 0]],1,1,[[1 0 1 0 0 0 0 0 0 1 0 0]],False
11299,[[1 0 1 0 0 0 0 0 0 1 0 0]],1,1,[[1 0 1 0 0 0 0 0 0 1 0 0]],False
11300,[[1 0 1 0 0 0 0 0 0 1 0 0]],1,1,[[0 0 1 0 0 0 0 0 0 1 0 0]],False
11301,[[0 0 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11302,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11303,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11304,[[0 1 1 0 0 0 0 0 0 1 0 0]],0,1,[[0 1 1 0 0 0 0 0 0 0 1 0]],False
11305,[[0 1 1 0 0 0 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 0 0 0 0 0 1 0]],False
11306,[[0 1 1 0 0 0 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 0 0 0 0 0 1 0]],False
11307,[[0 1 1 0 0 0 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 0 0 0 0 0 1 0]],False
11308,[[0 1 1 0 0 0 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 0 0 0 0 0 1 0]],False
11309,[[0 1 1 0 0 0 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 0 0 0 0 0 1 0]],False
11310,[[0 1 1 0 0 0 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 0 0 0 0 0 1 0]],False
11311,[[0 1 1 0 0 0 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 0 0 0 0 0 1 0]],False
11312,[[0 1 1 0 0 0 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 0 0 0 0 0 1 0]],False
11313,[[0 1 1 0 0 0 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 0 0 0 0 0 1 0]],False
11314,[[0 1 1 0 0 0 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 0 0 0 0 0 1 0]],False
11315,[[0 1 1 0 0 0 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 0 0 0 0 0 1 0]],False
11316,[[0 1 1 0 0 0 0 0 0 0 1 0]],1,1,[[0 1 0 0 0 0 0 0 0 0 1 0]],False
11317,[[0 1 0 0 0 0 0 0 0 0 1 0]],0,1,[[0 1 0 0 0 0 0 0 1 0 0 0]],False
11318,[[0 1 0 0 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 0 0 0 0 0 1 0 0 0]],False
11319,[[0 1 0 0 0 0 0 0 1 0 0 0]],0,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
11320,[[0 1 1 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
11321,[[0 1 1 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
11322,[[0 1 1 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
11323,[[0 1 1 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
11324,[[0 1 1 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
11325,[[0 1 1 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
11326,[[0 1 1 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
11327,[[0 1 1 0 0 0 0 0 0 0 0 1]],2,1,[[0 0 1 0 0 0 0 0 1 0 0 0]],False
11328,[[0 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
11329,[[1 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
11330,[[1 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
11331,[[1 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
11332,[[1 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
11333,[[1 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
11334,[[1 0 1 0 0 0 0 0 1 0 0 0]],0,-1,[[1 0 1 0 0 0 0 0 0 0 0 1]],False
11335,[[1 0 1 0 0 0 0 0 0 0 0 1]],1,-1,[[1 0 1 0 0 0 0 0 0 0 0 1]],False
11336,[[1 0 1 0 0 0 0 0 0 0 0 1]],1,-1,[[1 0 1 0 0 0 0 0 0 0 0 1]],False
11337,[[1 0 1 0 0 0 0 0 0 0 0 1]],1,-1,[[1 0 1 0 0 0 0 0 0 0 0 1]],False
11338,[[1 0 1 0 0 0 0 0 0 0 0 1]],1,-1,[[1 0 1 0 0 0 0 0 0 0 0 1]],False
11339,[[1 0 1 0 0 0 0 0 0 0 0 1]],1,-1,[[1 0 1 0 0 0 0 0 0 0 0 1]],False
11340,[[1 0 1 0 0 0 0 0 0 0 0 1]],0,1,[[1 0 1 0 0 0 0 0 0 1 0 0]],False
11341,[[1 0 1 0 0 0 0 0 0 1 0 0]],1,1,[[1 0 1 0 0 0 0 0 0 1 0 0]],False
11342,[[1 0 1 0 0 0 0 0 0 1 0 0]],1,1,[[1 0 1 0 0 0 0 0 0 1 0 0]],False
11343,[[1 0 1 0 0 0 0 0 0 1 0 0]],1,1,[[1 0 1 0 0 0 0 0 0 1 0 0]],False
11344,[[1 0 1 0 0 0 0 0 0 1 0 0]],1,1,[[1 0 1 0 0 0 0 0 0 1 0 0]],False
11345,[[1 0 1 0 0 0 0 0 0 1 0 0]],1,1,[[0 0 1 0 0 0 0 0 0 1 0 0]],False
11346,[[0 0 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11347,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11348,[[0 1 1 0 0 0 0 0 0 1 0 0]],1,-1,[[0 1 1 0 0 0 0 0 0 1 0 0]],False
11349,[[0 1 1 0 0 0 0 0 0 1 0 0]],0,1,[[0 1 1 0 0 0 0 0 0 0 1 0]],False
11350,[[0 1 1 0 0 0 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 0 0 0 0 0 1 0]],False
11351,[[0 1 1 0 0 0 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 0 0 0 0 0 1 0]],False
11352,[[0 1 1 0 0 0 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 0 0 0 0 0 1 0]],False
11353,[[0 1 1 0 0 0 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 0 0 0 0 0 1 0]],False
11354,[[0 1 1 0 0 0 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 0 0 0 0 0 1 0]],False
11355,[[0 1 1 0 0 0 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 0 0 0 0 0 1 0]],False
11356,[[0 1 1 0 0 0 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 0 0 0 0 0 1 0]],False
11357,[[0 1 1 0 0 0 0 0 0 0 1 0]],1,1,[[0 1 1 0 0 0 0 0 0 0 1 0]],False
