state,actions,reward,next_state,done
4646,[[0 1 0 1 0 0 0 0 0 1 0 0]],2,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4647,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4648,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4649,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 0 0 0 0 0 0 0 0 1]],False
4650,[[0 1 0 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
4651,[[0 1 1 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
4652,[[0 1 1 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
4653,[[0 1 1 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 1 0 0 0 0 1]],False
4654,[[0 1 1 0 0 0 1 0 0 0 0 1]],2,1,[[0 1 1 0 0 0 1 0 1 0 0 0]],False
4655,[[0 1 1 0 0 0 1 0 1 0 0 0]],1,1,[[0 1 1 0 0 0 1 0 1 0 0 0]],False
4656,[[0 1 1 0 0 0 1 0 1 0 0 0]],1,1,[[0 1 1 0 0 0 1 0 1 0 0 0]],False
4657,[[0 1 1 0 0 0 1 0 1 0 0 0]],1,1,[[0 1 1 0 0 0 1 0 1 0 0 0]],False
4658,[[0 1 1 0 0 0 1 0 1 0 0 0]],1,1,[[0 1 1 0 0 0 1 0 1 0 0 0]],False
4659,[[0 1 1 0 0 0 1 0 1 0 0 0]],1,1,[[0 0 1 0 0 0 1 0 1 0 0 0]],False
4660,[[0 0 1 0 0 0 1 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 1 0 1 0 0 0]],False
4661,[[1 0 1 0 0 0 1 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 1 0 1 0 0 0]],False
4662,[[1 0 1 0 0 0 1 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 1 0 1 0 0 0]],False
4663,[[1 0 1 0 0 0 1 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 1 0 1 0 0 0]],False
4664,[[1 0 1 0 0 0 1 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 1 0 1 0 0 0]],False
4665,[[1 0 1 0 0 0 1 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 1 0 1 0 0 0]],False
4666,[[1 0 1 0 0 0 1 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 1 0 1 0 0 0]],False
4667,[[1 0 1 0 0 0 1 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 1 0 1 0 0 0]],False
4668,[[1 0 1 0 0 0 1 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 1 0 1 0 0 0]],False
4669,[[1 0 1 0 0 0 1 0 1 0 0 0]],1,-1,[[1 0 1 0 1 0 1 0 1 0 0 0]],False
4670,[[1 0 1 0 1 0 1 0 1 0 0 0]],2,1,[[1 0 1 0 1 0 0 0 0 0 1 0]],False
4671,[[1 0 1 0 1 0 0 0 0 0 1 0]],1,1,[[1 0 1 0 1 0 0 0 0 0 1 0]],False
4672,[[1 0 1 0 1 0 0 0 0 0 1 0]],1,1,[[1 0 1 0 1 0 0 0 0 0 1 0]],False
4673,[[1 0 1 0 1 0 0 0 0 0 1 0]],1,1,[[1 0 0 0 1 0 0 0 0 0 1 0]],False
4674,[[1 0 0 0 1 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 1 0 0 0 0 0 1 0]],False
4675,[[1 0 0 1 1 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 1 0 0 0 0 0 1 0]],False
4676,[[1 0 0 1 1 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 1 0 0 0 0 0 1 0]],False
4677,[[1 0 0 1 1 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 1 0 0 0 0 0 1 0]],False
4678,[[1 0 0 1 1 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 1 0 0 0 0 0 1 0]],False
4679,[[1 0 0 1 1 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 1 0 0 0 0 0 1 0]],False
4680,[[1 0 0 1 1 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 1 0 0 0 0 0 1 0]],False
4681,[[1 0 0 1 1 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 1 0 0 0 0 0 1 0]],False
4682,[[1 0 0 1 1 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 1 0 0 0 0 0 1 0]],False
4683,[[1 0 0 1 1 0 0 0 0 0 1 0]],2,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4684,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4685,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4686,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4687,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4688,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4689,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4690,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4691,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4692,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[0 0 0 1 0 0 0 0 0 1 0 0]],False
4693,[[0 0 0 1 0 0 0 0 0 1 0 0]],1,-1,[[0 1 0 1 0 0 0 0 0 1 0 0]],False
4694,[[0 1 0 1 0 0 0 0 0 1 0 0]],1,-1,[[0 1 0 1 0 0 0 0 0 1 0 0]],False
4695,[[0 1 0 1 0 0 0 0 0 1 0 0]],1,-1,[[0 1 0 1 0 0 0 0 0 1 0 0]],False
4696,[[0 1 0 1 0 0 0 0 0 1 0 0]],1,-1,[[0 1 0 1 0 0 0 0 0 1 0 0]],False
4697,[[0 1 0 1 0 0 0 0 0 1 0 0]],2,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4698,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4699,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4700,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4701,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4702,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4703,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4704,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4705,[[0 1 0 1 0 0 0 0 0 0 0 1]],2,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
4706,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
4707,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 1 0 1 0 0 0 0 1 0 0 0]],False
4708,[[0 1 0 1 0 0 0 0 1 0 0 0]],1,1,[[0 0 0 1 0 0 0 0 1 0 0 0]],False
4709,[[0 0 0 1 0 0 0 0 1 0 0 0]],1,-1,[[1 0 0 1 0 0 0 0 1 0 0 0]],False
4710,[[1 0 0 1 0 0 0 0 1 0 0 0]],1,-1,[[1 0 0 1 0 0 0 0 1 0 0 0]],False
4711,[[1 0 0 1 0 0 0 0 1 0 0 0]],1,-1,[[1 0 0 1 0 0 0 0 1 0 0 0]],False
4712,[[1 0 0 1 0 0 0 0 1 0 0 0]],1,-1,[[1 0 0 1 0 0 0 0 1 0 0 0]],False
4713,[[1 0 0 1 0 0 0 0 1 0 0 0]],1,-1,[[1 0 0 1 0 0 0 0 1 0 0 0]],False
4714,[[1 0 0 1 0 0 0 0 1 0 0 0]],2,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4715,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4716,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4717,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4718,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4719,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4720,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4721,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4722,[[1 0 0 1 0 0 0 0 0 0 1 0]],2,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4723,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4724,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4725,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4726,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[0 0 0 1 0 0 0 0 0 1 0 0]],False
4727,[[0 0 0 1 0 0 0 0 0 1 0 0]],1,-1,[[0 1 0 1 0 0 0 0 0 1 0 0]],False
4728,[[0 1 0 1 0 0 0 0 0 1 0 0]],1,-1,[[0 1 0 1 0 0 0 0 0 1 0 0]],False
4729,[[0 1 0 1 0 0 0 0 0 1 0 0]],1,-1,[[0 1 0 1 0 0 0 0 0 1 0 0]],False
4730,[[0 1 0 1 0 0 0 0 0 1 0 0]],1,-1,[[0 1 0 1 0 0 0 0 0 1 0 0]],False
4731,[[0 1 0 1 0 0 0 0 0 1 0 0]],1,-1,[[0 1 0 1 0 0 0 0 0 1 0 0]],False
4732,[[0 1 0 1 0 0 0 0 0 1 0 0]],1,-1,[[0 1 0 1 0 0 0 0 0 1 0 0]],False
4733,[[0 1 0 1 0 0 0 0 0 1 0 0]],1,-1,[[0 1 0 1 0 0 0 0 0 1 0 0]],False
4734,[[0 1 0 1 0 0 0 0 0 1 0 0]],1,-1,[[0 1 0 1 0 0 0 0 0 1 0 0]],False
4735,[[0 1 0 1 0 0 0 0 0 1 0 0]],1,-1,[[0 1 0 1 0 1 0 0 0 1 0 0]],False
4736,[[0 1 0 1 0 1 0 0 0 1 0 0]],2,1,[[0 1 0 1 0 1 0 0 0 0 0 1]],False
4737,[[0 1 0 1 0 1 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 1 0 0 0 0 0 1]],False
4738,[[0 1 0 1 0 1 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 1 0 0 0 0 0 1]],False
4739,[[0 1 0 1 0 1 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 1 0 0 0 0 0 1]],False
4740,[[0 1 0 1 0 1 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 1 0 0 0 0 0 1]],False
4741,[[0 1 0 1 0 1 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 1 0 0 0 0 0 1]],False
4742,[[0 1 0 1 0 1 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 1 0 0 0 0 0 1]],False
4743,[[0 1 0 1 0 1 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 1 0 0 0 0 0 1]],False
4744,[[0 1 0 1 0 1 0 0 0 0 0 1]],1,1,[[0 1 0 0 0 1 0 0 0 0 0 1]],False
4745,[[0 1 0 0 0 1 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 1 0 0 0 0 0 1]],False
4746,[[0 1 1 0 0 1 0 0 0 0 0 1]],2,1,[[0 1 1 0 0 0 0 0 1 0 0 0]],False
4747,[[0 1 1 0 0 0 0 0 1 0 0 0]],1,1,[[0 1 1 0 0 0 0 0 1 0 0 0]],False
4748,[[0 1 1 0 0 0 0 0 1 0 0 0]],1,1,[[0 1 1 0 0 0 0 0 1 0 0 0]],False
4749,[[0 1 1 0 0 0 0 0 1 0 0 0]],1,1,[[0 1 1 0 0 0 0 0 1 0 0 0]],False
4750,[[0 1 1 0 0 0 0 0 1 0 0 0]],1,1,[[0 1 1 0 0 0 0 0 1 0 0 0]],False
4751,[[0 1 1 0 0 0 0 0 1 0 0 0]],1,1,[[0 1 1 0 0 0 0 0 1 0 0 0]],False
4752,[[0 1 1 0 0 0 0 0 1 0 0 0]],1,1,[[0 1 1 0 0 0 0 0 1 0 0 0]],False
4753,[[0 1 1 0 0 0 0 0 1 0 0 0]],1,1,[[0 1 1 0 0 0 0 0 1 0 0 0]],False
4754,[[0 1 1 0 0 0 0 0 1 0 0 0]],1,1,[[0 0 1 0 0 0 0 0 1 0 0 0]],False
4755,[[0 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
4756,[[1 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
4757,[[1 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
4758,[[1 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
4759,[[1 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
4760,[[1 0 1 0 0 0 0 0 1 0 0 0]],2,1,[[1 0 0 0 0 0 0 0 0 0 1 0]],False
4761,[[1 0 0 0 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4762,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4763,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4764,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4765,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4766,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4767,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4768,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4769,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4770,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4771,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4772,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4773,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4774,[[1 0 0 1 0 0 0 0 0 0 1 0]],2,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4775,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4776,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4777,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4778,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[0 0 0 1 0 0 0 0 0 1 0 0]],False
4779,[[0 0 0 1 0 0 0 0 0 1 0 0]],1,-1,[[0 1 0 1 0 0 0 0 0 1 0 0]],False
4780,[[0 1 0 1 0 0 0 0 0 1 0 0]],1,-1,[[0 1 0 1 0 0 0 0 0 1 0 0]],False
4781,[[0 1 0 1 0 0 0 0 0 1 0 0]],1,-1,[[0 1 0 1 0 0 0 0 0 1 0 0]],False
4782,[[0 1 0 1 0 0 0 0 0 1 0 0]],1,-1,[[0 1 0 1 0 0 0 0 0 1 0 0]],False
4783,[[0 1 0 1 0 0 0 0 0 1 0 0]],1,-1,[[0 1 0 1 0 0 0 0 0 1 0 0]],False
4784,[[0 1 0 1 0 0 0 0 0 1 0 0]],2,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4785,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4786,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4787,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4788,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4789,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4790,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4791,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4792,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4793,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4794,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4795,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4796,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 0 0 0 0 0 0 0 0 1]],False
4797,[[0 1 0 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
4798,[[0 1 1 0 0 0 0 0 0 0 0 1]],2,1,[[0 1 1 0 0 0 0 0 1 0 0 0]],False
4799,[[0 1 1 0 0 0 0 0 1 0 0 0]],1,1,[[0 1 1 0 0 0 0 0 1 0 0 0]],False
4800,[[0 1 1 0 0 0 0 0 1 0 0 0]],1,1,[[0 1 1 0 0 0 0 0 1 0 0 0]],False
4801,[[0 1 1 0 0 0 0 0 1 0 0 0]],1,1,[[0 1 1 0 0 0 0 0 1 0 0 0]],False
4802,[[0 1 1 0 0 0 0 0 1 0 0 0]],1,1,[[0 0 1 0 0 0 0 0 1 0 0 0]],False
4803,[[0 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
4804,[[1 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
4805,[[1 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
4806,[[1 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
4807,[[1 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
4808,[[1 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
4809,[[1 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
4810,[[1 0 1 0 0 0 0 0 1 0 0 0]],2,1,[[1 0 0 0 0 0 0 0 0 0 1 0]],False
4811,[[1 0 0 0 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4812,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4813,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4814,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4815,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4816,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4817,[[1 0 0 1 0 0 0 0 0 0 1 0]],2,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4818,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4819,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4820,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4821,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4822,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4823,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[0 0 0 1 0 0 0 0 0 1 0 0]],False
4824,[[0 0 0 1 0 0 0 0 0 1 0 0]],1,-1,[[0 1 0 1 0 0 0 0 0 1 0 0]],False
4825,[[0 1 0 1 0 0 0 0 0 1 0 0]],1,-1,[[0 1 0 1 0 0 0 0 0 1 0 0]],False
4826,[[0 1 0 1 0 0 0 0 0 1 0 0]],1,-1,[[0 1 0 1 0 0 0 0 0 1 0 0]],False
4827,[[0 1 0 1 0 0 0 0 0 1 0 0]],1,-1,[[0 1 0 1 0 0 0 0 0 1 0 0]],False
4828,[[0 1 0 1 0 0 0 0 0 1 0 0]],1,-1,[[0 1 0 1 0 0 0 0 0 1 0 0]],False
4829,[[0 1 0 1 0 0 0 0 0 1 0 0]],2,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4830,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4831,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4832,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4833,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 1 0 0 0 0 0 0 0 1]],False
4834,[[0 1 0 1 0 0 0 0 0 0 0 1]],1,1,[[0 1 0 0 0 0 0 0 0 0 0 1]],False
4835,[[0 1 0 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
4836,[[0 1 1 0 0 0 0 0 0 0 0 1]],1,-1,[[0 1 1 0 0 0 0 0 0 0 0 1]],False
4837,[[0 1 1 0 0 0 0 0 0 0 0 1]],2,1,[[0 1 1 0 0 0 0 0 1 0 0 0]],False
4838,[[0 1 1 0 0 0 0 0 1 0 0 0]],1,1,[[0 1 1 0 0 0 0 0 1 0 0 0]],False
4839,[[0 1 1 0 0 0 0 0 1 0 0 0]],1,1,[[0 1 1 0 0 0 0 0 1 0 0 0]],False
4840,[[0 1 1 0 0 0 0 0 1 0 0 0]],1,1,[[0 1 1 0 0 0 0 0 1 0 0 0]],False
4841,[[0 1 1 0 0 0 0 0 1 0 0 0]],1,1,[[0 0 1 0 0 0 0 0 1 0 0 0]],False
4842,[[0 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
4843,[[1 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
4844,[[1 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
4845,[[1 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
4846,[[1 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
4847,[[1 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
4848,[[1 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
4849,[[1 0 1 0 0 0 0 0 1 0 0 0]],1,-1,[[1 0 1 0 0 0 0 0 1 0 0 0]],False
4850,[[1 0 1 0 0 0 0 0 1 0 0 0]],2,1,[[1 0 1 0 0 0 0 0 0 0 1 0]],False
4851,[[1 0 1 0 0 0 0 0 0 0 1 0]],1,1,[[1 0 0 0 0 0 0 0 0 0 1 0]],False
4852,[[1 0 0 0 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4853,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4854,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4855,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4856,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4857,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4858,[[1 0 0 1 0 0 0 0 0 0 1 0]],1,-1,[[1 0 0 1 0 0 0 0 0 0 1 0]],False
4859,[[1 0 0 1 0 0 0 0 0 0 1 0]],2,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4860,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4861,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4862,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4863,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4864,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
4865,[[1 0 0 1 0 0 0 0 0 1 0 0]],1,1,[[1 0 0 1 0 0 0 0 0 1 0 0]],False
